id,event,finished,kickoff_time,team_h,team_a,team_h_score,team_a_score,team_h_difficulty,team_a_difficulty
187,19,True,2025-12-30T20:15:00Z,14,20,1.0,1.0,2,3
185,19,True,2026-01-01T17:30:00Z,8,10,1.0,1.0,2,3
186,19,True,2026-01-01T17:30:00Z,12,11,0.0,0.0,2,4
182,19,True,2026-01-01T20:00:00Z,5,18,0.0,0.0,3,3
189,19,True,2026-01-01T20:00:00Z,17,13,0.0,0.0,4,3
191,20,True,2026-01-03T12:30:00Z,2,16,3.0,1.0,2,3
193,20,True,2026-01-03T15:00:00Z,6,3,2.0,0.0,2,3
200,20,True,2026-01-03T15:00:00Z,20,19,3.0,0.0,2,2
192,20,True,2026-01-03T17:30:00Z,4,1,2.0,3.0,4,4
196,20,True,2026-01-04T12:30:00Z,11,14,1.0,1.0,3,3
194,20,True,2026-01-04T15:00:00Z,9,5,2.0,4.0,3,3
198,20,True,2026-01-04T15:00:00Z,15,8,2.0,0.0,3,4
199,20,True,2026-01-04T15:00:00Z,18,17,1.0,1.0,2,3
195,20,True,2026-01-04T15:15:00Z,10,12,2.0,2.0,4,3
197,20,True,2026-01-04T17:30:00Z,13,7,1.0,1.0,3,4
210,21,True,2026-01-06T20:00:00Z,19,16,1.0,2.0,2,2
202,21,True,2026-01-07T19:30:00Z,4,18,3.0,2.0,3,4
203,21,True,2026-01-07T19:30:00Z,5,17,3.0,0.0,2,3
205,21,True,2026-01-07T19:30:00Z,8,2,0.0,0.0,3,3
206,21,True,2026-01-07T19:30:00Z,9,20,1.0,1.0,2,3
207,21,True,2026-01-07T19:30:00Z,10,7,2.0,1.0,3,3
208,21,True,2026-01-07T19:30:00Z,13,6,1.0,1.0,3,4
204,21,True,2026-01-07T20:15:00Z,3,14,2.0,2.0,3,2
209,21,True,2026-01-07T20:15:00Z,15,11,4.0,3.0,2,4
201,21,True,2026-01-08T20:00:00Z,1,12,0.0,0.0,4,5
216,22,True,2026-01-17T12:30:00Z,14,13,2.0,0.0,4,3
213,22,True,2026-01-17T15:00:00Z,7,5,2.0,0.0,3,3
214,22,True,2026-01-17T15:00:00Z,11,10,1.0,0.0,2,3
215,22,True,2026-01-17T15:00:00Z,12,3,1.0,1.0,2,4
219,22,True,2026-01-17T15:00:00Z,18,19,1.0,2.0,2,3
218,22,True,2026-01-17T15:00:00Z,17,8,2.0,1.0,3,3
217,22,True,2026-01-17T17:30:00Z,16,1,0.0,0.0,4,3
220,22,True,2026-01-18T14:00:00Z,20,15,0.0,0.0,3,2
211,22,True,2026-01-18T16:30:00Z,2,9,0.0,1.0,2,3
212,22,True,2026-01-19T20:00:00Z,6,4,1.0,1.0,3,3
230,23,False,2026-01-24T12:30:00Z,19,17,,,2,2
224,23,False,2026-01-24T15:00:00Z,3,18,,,3,2
227,23,False,2026-01-24T15:00:00Z,10,6,,,3,3
228,23,False,2026-01-24T15:00:00Z,13,20,,,2,4
222,23,False,2026-01-24T17:30:00Z,4,12,,,4,4
223,23,False,2026-01-25T14:00:00Z,5,16,,,2,3
225,23,False,2026-01-25T14:00:00Z,8,7,,,3,3
229,23,False,2026-01-25T14:00:00Z,15,2,,,3,4
221,23,False,2026-01-25T16:30:00Z,1,14,,,3,5
226,23,False,2026-01-26T20:00:00Z,9,11,,,2,3
232,24,False,2026-01-31T15:00:00Z,6,9,,,2,3
234,24,False,2026-01-31T15:00:00Z,11,1,,,4,3
240,24,False,2026-01-31T15:00:00Z,20,4,,,3,2
233,24,False,2026-01-31T17:30:00Z,7,19,,,2,3
235,24,False,2026-01-31T20:00:00Z,12,15,,,3,4
231,24,False,2026-02-01T14:00:00Z,2,5,,,3,3
236,24,False,2026-02-01T14:00:00Z,14,10,,,2,3
237,24,False,2026-02-01T14:00:00Z,16,8,,,3,3
239,24,False,2026-02-01T16:30:00Z,18,13,,,4,3
238,24,False,2026-02-02T20:00:00Z,17,3,,,2,3
246,25,False,2026-02-06T20:00:00Z,11,16,,,2,3
248,25,False,2026-02-07T12:30:00Z,14,18,,,3,3
241,25,False,2026-02-07T15:00:00Z,1,17,,,2,5
242,25,False,2026-02-07T15:00:00Z,4,2,,,3,4
244,25,False,2026-02-07T15:00:00Z,3,19,,,2,2
245,25,False,2026-02-07T15:00:00Z,10,9,,,2,3
250,25,False,2026-02-07T15:00:00Z,20,7,,,3,2
249,25,False,2026-02-07T17:30:00Z,15,5,,,3,4
243,25,False,2026-02-08T14:00:00Z,6,8,,,3,3
247,25,False,2026-02-08T16:30:00Z,12,13,,,4,4
253,26,False,2026-02-10T19:30:00Z,7,11,,,2,3
255,26,False,2026-02-10T19:30:00Z,9,4,,,3,3
259,26,False,2026-02-10T19:30:00Z,18,15,,,3,3
260,26,False,2026-02-10T20:15:00Z,19,14,,,3,2
251,26,False,2026-02-11T19:30:00Z,2,6,,,3,3
254,26,False,2026-02-11T19:30:00Z,8,3,,,2,3
256,26,False,2026-02-11T19:30:00Z,13,10,,,2,4
257,26,False,2026-02-11T19:30:00Z,16,20,,,2,3
258,26,False,2026-02-11T20:15:00Z,17,12,,,4,3
252,26,False,2026-02-12T20:00:00Z,5,1,,,4,3
266,27,False,2026-02-21T12:30:00Z,13,15,,,3,4
261,27,False,2026-02-21T15:00:00Z,2,11,,,2,3
262,27,False,2026-02-21T15:00:00Z,5,6,,,3,3
263,27,False,2026-02-21T15:00:00Z,7,3,,,2,3
267,27,False,2026-02-21T15:00:00Z,16,12,,,4,3
270,27,False,2026-02-21T17:30:00Z,19,4,,,3,2
264,27,False,2026-02-22T14:00:00Z,8,20,,,2,3
268,27,False,2026-02-22T14:00:00Z,17,10,,,2,3
269,27,False,2026-02-22T16:30:00Z,18,1,,,4,3
265,27,False,2026-02-23T20:00:00Z,9,14,,,3,3
280,28,False,2026-02-27T20:00:00Z,20,2,,,3,2
272,28,False,2026-02-28T12:30:00Z,4,17,,,2,4
273,28,False,2026-02-28T15:00:00Z,6,16,,,2,3
274,28,False,2026-02-28T15:00:00Z,3,5,,,3,2
277,28,False,2026-02-28T15:00:00Z,12,19,,,2,4
279,28,False,2026-02-28T15:00:00Z,15,9,,,2,4
276,28,False,2026-02-28T17:30:00Z,11,13,,,4,3
275,28,False,2026-03-01T14:00:00Z,10,18,,,3,3
278,28,False,2026-03-01T14:00:00Z,14,8,,,3,3
271,28,False,2026-03-01T16:30:00Z,1,7,,,3,5
282,29,False,2026-03-03T19:30:00Z,4,5,,,3,4
284,29,False,2026-03-03T19:30:00Z,9,3,,,2,3
286,29,False,2026-03-03T19:30:00Z,11,17,,,2,3
290,29,False,2026-03-03T20:15:00Z,20,12,,,4,2
281,29,False,2026-03-04T19:30:00Z,2,7,,,3,3
283,29,False,2026-03-04T19:30:00Z,6,1,,,4,3
285,29,False,2026-03-04T19:30:00Z,10,19,,,2,3
287,29,False,2026-03-04T19:30:00Z,13,16,,,2,4
288,29,False,2026-03-04T20:15:00Z,15,14,,,3,4
289,29,False,2026-03-05T20:00:00Z,18,8,,,3,3
300,30,False,2026-03-14T12:30:00Z,19,13,,,4,2
293,30,False,2026-03-14T15:00:00Z,3,4,,,3,2
295,30,False,2026-03-14T15:00:00Z,8,11,,,2,3
297,30,False,2026-03-14T15:00:00Z,14,2,,,3,3
298,30,False,2026-03-14T15:00:00Z,16,10,,,2,3
299,30,False,2026-03-14T15:00:00Z,17,6,,,3,3
294,30,False,2026-03-14T17:30:00Z,7,15,,,3,3
291,30,False,2026-03-15T14:00:00Z,1,9,,,2,5
296,30,False,2026-03-15T16:30:00Z,12,18,,,3,4
292,30,False,2026-03-16T20:00:00Z,5,20,,,2,3
302,31,False,2026-03-20T20:00:00Z,4,14,,,3,4
303,31,False,2026-03-21T12:30:00Z,6,12,,,4,3
301,31,False,2026-03-21T15:00:00Z,2,19,,,2,3
305,31,False,2026-03-21T15:00:00Z,10,3,,,2,3
307,31,False,2026-03-21T15:00:00Z,13,8,,,3,4
310,31,False,2026-03-21T15:00:00Z,20,1,,,4,2
304,31,False,2026-03-21T17:30:00Z,9,7,,,3,3
306,31,False,2026-03-21T20:00:00Z,11,5,,,3,3
308,31,False,2026-03-22T12:00:00Z,15,17,,,2,4
309,31,False,2026-03-22T14:15:00Z,18,16,,,2,3
311,32,False,2026-04-11T14:00:00Z,1,4,,,3,5
312,32,False,2026-04-11T14:00:00Z,5,9,,,2,3
313,32,False,2026-04-11T14:00:00Z,3,6,,,3,2
314,32,False,2026-04-11T14:00:00Z,7,13,,,4,3
315,32,False,2026-04-11T14:00:00Z,8,15,,,3,3
316,32,False,2026-04-11T14:00:00Z,12,10,,,2,4
317,32,False,2026-04-11T14:00:00Z,14,11,,,2,3
318,32,False,2026-04-11T14:00:00Z,16,2,,,3,3
319,32,False,2026-04-11T14:00:00Z,17,18,,,3,3
320,32,False,2026-04-11T14:00:00Z,19,20,,,2,2
321,33,False,2026-04-18T14:00:00Z,2,17,,,2,3
322,33,False,2026-04-18T14:00:00Z,5,10,,,2,3
323,33,False,2026-04-18T14:00:00Z,7,14,,,3,3
324,33,False,2026-04-18T14:00:00Z,8,19,,,2,3
325,33,False,2026-04-18T14:00:00Z,9,12,,,4,3
326,33,False,2026-04-18T14:00:00Z,11,20,,,2,3
327,33,False,2026-04-18T14:00:00Z,13,1,,,4,4
328,33,False,2026-04-18T14:00:00Z,15,4,,,3,4
329,33,False,2026-04-18T14:00:00Z,16,3,,,2,3
330,33,False,2026-04-18T14:00:00Z,18,6,,,3,3
331,34,False,2026-04-25T14:00:00Z,1,15,,,3,5
332,34,False,2026-04-25T14:00:00Z,4,11,,,2,4
333,34,False,2026-04-25T14:00:00Z,6,7,,,3,3
334,34,False,2026-04-25T14:00:00Z,3,13,,,4,2
335,34,False,2026-04-25T14:00:00Z,10,2,,,3,3
336,34,False,2026-04-25T14:00:00Z,12,8,,,3,4
337,34,False,2026-04-25T14:00:00Z,14,5,,,3,3
338,34,False,2026-04-25T14:00:00Z,17,16,,,2,3
339,34,False,2026-04-25T14:00:00Z,19,9,,,2,2
340,34,False,2026-04-25T14:00:00Z,20,18,,,3,2
341,35,False,2026-05-02T14:00:00Z,1,10,,,2,5
342,35,False,2026-05-02T14:00:00Z,2,18,,,3,3
343,35,False,2026-05-02T14:00:00Z,4,8,,,3,4
344,35,False,2026-05-02T14:00:00Z,5,19,,,2,3
345,35,False,2026-05-02T14:00:00Z,7,16,,,2,3
346,35,False,2026-05-02T14:00:00Z,9,13,,,4,3
347,35,False,2026-05-02T14:00:00Z,11,3,,,2,3
348,35,False,2026-05-02T14:00:00Z,14,12,,,4,3
349,35,False,2026-05-02T14:00:00Z,15,6,,,3,4
350,35,False,2026-05-02T14:00:00Z,20,17,,,2,2
351,36,False,2026-05-09T14:00:00Z,6,20,,,2,3
352,36,False,2026-05-09T14:00:00Z,3,2,,,3,2
353,36,False,2026-05-09T14:00:00Z,8,9,,,2,3
354,36,False,2026-05-09T14:00:00Z,10,4,,,3,3
355,36,False,2026-05-09T14:00:00Z,12,7,,,3,4
356,36,False,2026-05-09T14:00:00Z,13,5,,,3,4
357,36,False,2026-05-09T14:00:00Z,16,15,,,3,3
359,36,False,2026-05-09T14:00:00Z,18,11,,,2,3
358,36,False,2026-05-09T14:00:00Z,17,14,,,3,3
360,36,False,2026-05-09T14:00:00Z,19,1,,,4,2
361,37,False,2026-05-17T14:00:00Z,1,3,,,2,5
362,37,False,2026-05-17T14:00:00Z,2,12,,,4,3
363,37,False,2026-05-17T14:00:00Z,4,13,,,4,4
364,37,False,2026-05-17T14:00:00Z,5,8,,,3,3
365,37,False,2026-05-17T14:00:00Z,7,18,,,3,3
366,37,False,2026-05-17T14:00:00Z,9,17,,,2,3
367,37,False,2026-05-17T14:00:00Z,11,6,,,3,3
368,37,False,2026-05-17T14:00:00Z,14,16,,,2,3
369,37,False,2026-05-17T14:00:00Z,15,19,,,2,4
370,37,False,2026-05-17T14:00:00Z,20,10,,,2,2
371,38,False,2026-05-24T15:00:00Z,6,14,,,3,3
372,38,False,2026-05-24T15:00:00Z,3,20,,,2,2
373,38,False,2026-05-24T15:00:00Z,8,1,,,4,3
374,38,False,2026-05-24T15:00:00Z,10,15,,,3,3
375,38,False,2026-05-24T15:00:00Z,12,5,,,3,4
376,38,False,2026-05-24T15:00:00Z,13,2,,,3,4
377,38,False,2026-05-24T15:00:00Z,16,4,,,3,3
379,38,False,2026-05-24T15:00:00Z,18,9,,,2,3
378,38,False,2026-05-24T15:00:00Z,17,7,,,3,3
380,38,False,2026-05-24T15:00:00Z,19,11,,,2,2
